Year,Site,Type,Management,Surveys,Survey Hrs,LT Max Adults,LT Nests,LT Nests Hatched,LT Chicks 0-14,LT Chicks 15-21,LT Fledglings,PP Max Adults,PP Nests,PP Nests Hatched,PP Chicks 0-14,PP Chicks 15-28,PP Fledglings
2005,NPPD Cottonwood Ranch Island,Constructed Island,H,9,8,2,0,0,0,0,0,1,0,0,0,0,0
2005,NPPD Elm Creek Island,Constructed Island,H,9,4,0,0,0,0,0,0,0,0,0,0,0,0
2005,NPPD Lexington,Sandpit,EFG,34,39,27,13,11,23,20,20,7,6,5,12,6,6
2005,NPPD Lexington Island,Constructed Island,H,8,4,13,0,0,0,0,0,0,0,0,0,0,0
2005,NPPD Overton Island,Constructed Island,H,8,3,2,0,0,0,0,0,0,0,0,0,0,0
2005,OSG Overton Pit,Sandpit,H,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,"Paulsen's Lexington Pit",Sandpit,H,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,TF Odessa,Sandpit,H,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,Blue Hole,Sandpit,EFG,43,52,28,20,18,40,33,33,9,5,4,15,13,13
2004,Bruner - Shelton,Sandpit,HM,20,13,8,5,4,9,9,9,2,0,0,0,0,0
2004,Central Sand & Gravel - GI,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2004,DeWeese,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2004,Hooker Brothers - South,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,Hooker Brothers - West,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,Island Landhandlers - GI,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,Johnson,Sandpit,EFG,33,23,12,8,3,3,0,0,5,3,2,8,2,2
2004,Kearney Broadfoot South,Sandpit,HM,3,2,29,2,2,3,0,0,17,3,0,0,0,0
2004,Knight - Chapman,Sandpit,H,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Lilley - Wood River,Sandpit,HM,3,2,2,0,0,0,0,0,0,0,0,0,0,0
2004,Newark West,Sandpit,HM,3,3,12,4,2,5,0,0,4,3,1,2,2,2
2004,NPPD Cottonwood Ranch Island,Constructed Island,G,11,10,4,0,0,0,0,0,0,0,0,0,0,0
2004,NPPD Elm Creek Island,Constructed Island,G,9,4,0,0,0,0,0,0,1,0,0,0,0,0
2004,NPPD Lexington,Sandpit,EFG,38,41,22,15,9,20,18,18,12,4,3,11,8,8
2004,NPPD Lexington Island,Constructed Island,G,8,2,0,0,0,0,0,0,0,0,0,0,0,0
2004,NPPD Overton Island,Constructed Island,G,10,5,0,0,0,0,0,0,0,0,0,0,0,0
2004,OSG Overton Pit,Sandpit,G,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Paulsen's Lexington Pit",Sandpit,HM,15,5,0,0,0,0,0,0,1,1,0,0,0,0
2004,TF Odessa,Sandpit,G,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,Blue Hole,Sandpit,EFG,32,41,29,21,15,34,34,34,9,6,6,21,18,18
2003,Bruner - Shelton,Sandpit,HM,16,9,4,2,2,4,4,4,1,0,0,0,0,0
2003,Central Sand & Gravel - GI,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2003,DeWeese,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2003,Hooker Brothers - South,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,Hooker Brothers - West,Sandpit,HM,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,Island Landhandlers - GI,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2003,Johnson,Sandpit,EFG,33,22,8,7,5,9,6,6,4,3,2,7,0,0
2003,Kearney Broadfoot South,Sandpit,HM,3,3,28,16,0,0,0,0,8,2,0,0,0,0
2003,Knight - Chapman,Sandpit,H,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,Lilley - Wood River,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2003,Newark West,Sandpit,HM,3,2,12,6,0,0,0,0,2,1,0,0,0,0
2003,NPPD Cottonwood Ranch Island,Constructed Island,G,8,3,0,0,0,0,0,0,1,0,0,0,0,0
2003,NPPD Elm Creek Island,Constructed Island,G,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2003,NPPD Lexington,Sandpit,EFG,31,40,22,19,9,15,13,13,9,6,5,15,6,6
2003,NPPD Lexington Island,Constructed Island,G,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2003,NPPD Overton Island,Constructed Island,G,8,3,2,0,0,0,0,0,0,0,0,0,0,0
2003,OSG Overton Pit,Sandpit,G,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Paulsen's Lexington Pit",Sandpit,G,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,TF Odessa,Sandpit,G,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,Alda - South,Sandpit,H,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,Blue Hole,Sandpit,EFG,35,47,37,17,14,33,32,32,14,8,8,27,19,19
2002,Broadfoot - Kearney Southeast,Sandpit,H,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2002,Bruner - Shelton,Sandpit,HM,9,4,4,2,0,0,0,0,0,0,0,0,0,0
2002,Central Sand & Gravel - GI,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,DeWeese,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,Hooker Brothers - South,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,Hooker Brothers - West,Sandpit,HM,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2002,Island Landhandlers - GI,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,JIL Asphalt - GI,Sandpit,H,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2002,Johnson,Sandpit,EFG,31,17,5,3,3,5,3,3,2,1,1,3,3,3
2002,Kearney Broadfoot South,Sandpit,HMB,3,4,26,5,0,0,0,0,16,5,0,0,0,0
2002,Knight - Chapman,Sandpit,H,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2002,Lilley - Wood River,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2002,Newark West,Sandpit,HMB,3,3,10,5,0,0,0,0,2,1,0,0,0,0
2002,NPPD Elm Creek Island,Constructed Island,H,6,4,0,0,0,0,0,0,0,0,0,0,0,0
2002,NPPD Lexington,Sandpit,EFG,35,47,34,17,13,27,24,24,6,6,5,10,6,6
2002,NPPD Lexington Island,Constructed Island,G,7,8,1,0,0,0,0,0,0,0,0,0,0,0
2002,NPPD Overton Island,Constructed Island,G,6,3,0,0,0,0,0,0,0,0,0,0,0,0
2002,OSG Overton Pit,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,"Paulsen's Lexington Pit",Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,TF Odessa,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2001,A,Sandpit,H,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,Alda - South,Sandpit,EFG,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2001,Blue Hole,Sandpit,EFG,24,21,12,11,8,19,18,18,6,4,4,14,11,11
2001,Bruner - Gibbon,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,Bruner - Shelton,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,Central Sand & Gravel - GI,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,DeWeese,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,F,Sandpit,H,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,Hooker Brothers - South,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,Hooker Brothers - West,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,Island Landhandlers - GI,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,JIL Asphalt - GI,Sandpit,H,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2001,Johnson,Sandpit,EFG,26,20,9,6,4,9,9,9,4,2,1,4,3,3
2001,Knight - Chapman,Sandpit,Q,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Koch's South",Sandpit,Q,19,19,8,0,0,0,0,0,4,0,0,0,0,0
2001,Lilley - Wood River,Sandpit,H,5,5,4,2,0,0,0,0,0,0,0,0,0,0
2001,North Platte Diversion,Sandpit,Q,14,14,11,0,0,0,0,0,1,0,0,0,0,0
2001,NPPD Elm Creek Island,Constructed Island,E,8,8,1,0,0,0,0,0,0,0,0,0,0,0
2001,NPPD Lexington,Sandpit,EFG,26,30,16,8,8,18,17,17,7,3,3,10,9,8
2001,NPPD Lexington Island,Constructed Island,EG,7,6,1,0,0,0,0,0,0,0,0,0,0,0
2001,NPPD Overton Island,Constructed Island,H,8,7,2,0,0,0,0,0,2,0,0,0,0,0
2001,OSG Overton Pit,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Paulsen's Lexington Pit",Sandpit,H,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2001,TF Elm Creek,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,TF Odessa,Sandpit,H,8,6,0,0,0,0,0,0,1,1,0,0,0,0
2001,Trust Wildrose East,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2001,Wildrose Lake - West,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
